partei,username,bundesland
CDU,insidecdu,Andere
CDU,cdu_bw,Andere
CDU,cdubrandenburg,Andere
CDU,cdu.bremen,Andere
CDU,cdu_hamburg,Andere
CDU,cdu_hessen,Andere
CDU,cdurlp,Andere
CDU,cdu.sachsen,Andere
CDU,cdu_thueringen,Andere
CDU,junge_union,Andere
CDU,jungeunionbw,Andere
CDU,ju_bayern,Andere
CDU,juhessen,Andere
CDU,juniedersachsen,Andere
CDU,jungeunionnrw,Andere
CDU,junge_union_saar,Andere
CDU,ju.sachsen,Andere
SPD,deinespd,Andere
SPD,spd_bw,Andere
SPD,spd_hamburg,Andere
SPD,spdniedersachsen,Andere
SPD,nrwspd,Andere
SPD,spd.rheinlandpfalz,Andere
SPD,saarspd,Andere
SPD,spd.schleswigholstein,Andere
SPD,jusos.de,Andere
SPD,jusosbw,Andere
SPD,jusos.bayern,Andere
SPD,jusosbremen,Andere
SPD,jusoshamburg,Andere
SPD,jusoshessen,Andere
SPD,jusos.mv,Andere
SPD,jusos_nds,Andere
SPD,nrwjusos,Andere
SPD,jusos.rlp,Andere
SPD,jusos.saar,Andere
SPD,jusos_th,Andere
FDP,fdp,Andere
FDP,fdp.bayern,Andere
FDP,fdp.hamburg,Andere
FDP,fdpnrw,Andere
FDP,fdprlp,Andere
FDP,fdp.sachsen,Andere
FDP,fdp_schleswigholstein,Andere
FDP,fdpthueringen,Andere
FDP,junge.liberale,Andere
FDP,julis_bw,Andere
FDP,julisbayern,Andere
FDP,julisbrandenburg,Andere
FDP,julis.bremen,Andere
FDP,jungeliberalehh,Andere
FDP,julis.hessen,Andere
FDP,jungeliberalemv,Andere
FDP,julisnrw,Andere
FDP,jungeliberalesaar,Andere
FDP,julis_sh,Andere
LINKE,die.linke,Andere
LINKE,dielinkebw,Andere
LINKE,die_linke_bayern,Andere
LINKE,die_linke_brandenburg,Andere
LINKE,dielinke_bremen,Andere
LINKE,die_linke_hessen,Andere
LINKE,die.linke.hamburg,Andere
LINKE,die.linke.mecklenburg,Andere
LINKE,die.linke.niedersachsen,Andere
LINKE,dielinkenrw,Andere
LINKE,die.linke.rlp,Andere
LINKE,dielinke.sachsen,Andere
LINKE,linke.sh,Andere
LINKE,die_linke_th,Andere
LINKE,linksjugend.solid,Andere
LINKE,linksjugend.bayern,Andere
LINKE,solidberlin,Andere
LINKE,solid_brandenburg,Andere
LINKE,linksjugendsolidbremen,Andere
LINKE,linksjugend.hessen,Andere
LINKE,linkjugend.rlp,Andere
LINKE,linksjugendsolidsachsen,Andere
LINKE,linksjugend_sh,Andere
LINKE,linksjugend_th,Andere
B90/GRÜNE,diegruenen,Andere
B90/GRÜNE,diegruenen_bw,Andere
B90/GRÜNE,gruenebayern,Andere
B90/GRÜNE,gruene_berlin,BE
B90/GRÜNE,gruenebbg,Andere
B90/GRÜNE,gruene_bremen,Andere
B90/GRÜNE,gruenehessen,Andere
B90/GRÜNE,gruene_hamburg,Andere
B90/GRÜNE,gruenends,Andere
B90/GRÜNE,gruenenrw,Andere
B90/GRÜNE,gruenerlp,Andere
B90/GRÜNE,gruenesachsen,Andere
B90/GRÜNE,gruenefraktionsh,Andere
B90/GRÜNE,gruene_th,Andere
B90/GRÜNE,gruene_jugend,Andere
B90/GRÜNE,gj_bayern,Andere
B90/GRÜNE,gj.berlin,Andere
B90/GRÜNE,gjbremen,Andere
B90/GRÜNE,gruenejugend_hamburg,Andere
B90/GRÜNE,gjhessen,Andere
B90/GRÜNE,gruenejugend_mv,Andere
B90/GRÜNE,gj_niedersachsen,Andere
B90/GRÜNE,gruenejugendnrw,Andere
B90/GRÜNE,gj_rlp,Andere
B90/GRÜNE,gjsaar,Andere
B90/GRÜNE,gruenejugend.sachsen,Andere
B90/GRÜNE,gruenejugendsh,Andere
B90/GRÜNE,gruenejugend_thueringen,Andere
CSU,csuauftiktok,Andere
AfD,afd.bund,Andere
AfD,afdbayernlv,Andere
AfD,afd_brandenburg,Andere
AfD,afdbremen,Andere
AfD,afdhamburg,Andere
AfD,afd.niedersachsen,Andere
AfD,afd.nrw,Andere
AfD,afd_rheinland_pfalz,Andere
AfD,afdsaarland,Andere
AfD,afdsachsen,Andere
AfD,afd_schleswig_holstein,Andere
AfD,afd.thueringen,Andere
AfD,generation_afd,Andere
AfD,generation_nrw,Andere
AfD,generationdeutschlandrlp,Andere
AfD,generationdeutschlandsh,Andere
BSW,buendnis_sahraw,Andere
BSW,bsw_bayern,Andere
BSW,bsw.bremen,Andere
BSW,bsw.niedersachsen,Andere
BSW,bsw.mv,Andere
BSW,bswrlp,Andere
BSW,bswsaarland,Andere
BSW,bsw.sachsen.partei,Andere
BSW,bsw_thueringen,Andere
CDU,cducsu,Andere
SPD,spdbt,Andere
AfD,afdfraktionimbundestag,Andere
LINKE,linksfraktion,Andere
B90/GRÜNE,gruenebundestag,Andere
B90/GRÜNE,gruenelandtagbwpraktis,Andere
SPD,spdlandtag_bw,Andere
FDP,fdplandtagbw,Andere
AfD,afdfraktion.bw,Andere
CSU,csu_lt,Andere
B90/GRÜNE,gruene_ltby,Andere
SPD,bayernspd.landtag,Andere
Freie Wähler,bvb_fw_landtag,Andere
Freie Wähler,fw_bayern,Andere
AfD,afd.landtag.bayern,Andere
B90/GRÜNE,gruenefraktionb,Andere
CDU,cdufraktion.brandenburg,Andere
SPD,spdfraktionbrandenburg,Andere
AfD,afd_fraktionbb,Andere
SPD,spdfraktionhb,Andere
FDP,fdp.fraktion.bremen,Andere
Bündnis Deutschland,bd.fraktion.bb,Andere
LINKE,linksfraktionhamburg,Andere
AfD,afdfraktionhamburg,Andere
FDP,fdp_hlt,Andere
AfD,afdfraktion.hesse,Andere
CDU,cdufraktionmv,Andere
SPD,spdfraktionmv,Andere
B90/GRÜNE,gruenefraktionmv,Andere
FDP,fdpfraktion.mv,Andere
AfD,afd.fraktion.mv,Andere
CDU,cdu.fraktion.nds,Andere
B90/GRÜNE,gruene_fraktion_nds,Andere
SPD,niedersachsenfraktion,Andere
AfD,afd.fraktion.nds,Andere
B90/GRÜNE,gruene.fraktion.nrw,Andere
SPD,spd.fraktion.nrw,Andere
FDP,fdpltfnrw,Andere
AfD,afd.fraktion.nrw,Andere
B90/GRÜNE,gruenefraktionrlp,Andere
SPD,spdfraktionrlp,Andere
AfD,afd_rheinlandpfalz,Andere
SPD,spd.fraktion.saarland,Andere
AfD,afd_im_landtag_saarland,Andere
SPD,spdsaxlt,Andere
LINKE,linksfraktion.sachsen,Andere
B90/GRÜNE,saxgruen,Andere
BSW,bsw_fraktion_sachsen,Andere
FDP,fdp.fraktion.sh,Andere
CDU,cdufraktionth,Andere
LINKE,linke_thl,Andere
AfD,afd_thl,Andere
NPD – Nationaldemokratische Partei Deutschlands ,dieheimatdeutschland,Andere
Piratenpartei Deutschland ,piratenpartei,Andere
Bayernpartei,bayernpartei.bp,Andere
Tierschutzpartei – Partei Mensch Umwelt Tierschutz,tierschutzpartei.de,Andere
Familien-Partei Deutschlands,familien.partei,Andere
"Die PARTEI – Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative ",diepartei,Andere
ÖDP – Ökologisch-Demokratische Partei ,oedp.de,Andere
BIG – Bündnis für Innovation und Gerechtigkeit ,bigparteitv,Andere
DKP – Deutsche Kommunistische Partei ,kommunistischepartei.de,Andere
MLPD – Marxistisch-Leninistische Partei Deutschlands ,mlpd.de,Andere
"Bergpartei, die „ÜberPartei“ ",bergpartei,Andere
Partei der Vernunft ,partei_der_vernunft,Andere
Bündnis C - Christen für Deutschland ,buendnisc,Andere
DEMOKRATIE IN BEWEGUNG ,dib.rlp,Andere
Die Grauen – Für alle Generationen ,diegrauen_partei,Andere
Die Urbane. Eine HipHop Partei ,dieurbane,Andere
Menschliche Welt; für das Wohl und Glücklich-Sein aller ,menschlicheweltpartei,Andere
Mieterpartei ,mieterpartei,Andere
Partei der Humanisten ,pdh_eu,Andere
Partei für Gesundheitsforschung ,verjuengungsforschung,Andere
"Sozialistische Gleichheitspartei, Vierte Internationale ",sgp_ikvi,Andere
"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer ",vpartei,Andere
Brandenburger Vereinigte Bürgerbewegungen / Freie Wähler,bvb_fw,Andere
DER DRITTE WEG,dritteweg,Andere
dieBasis - Basisdemokratische Partei Deutschland,diebasis.offiziell,Andere
Volt - Volt Deutschland,voltdeutschland,Andere
Team Todenhöfer - Team Todenhöfer – Die Gerechtigkeitspartei,todenhoefer,Andere
WiR2020,wir2020partei,Andere
BÜNDNIS21 - diePinken/BÜNDNIS21,buendnis21,Andere
"SGV - SGV – Solidarität, Gerechtigkeit, Veränderung",sgvpartei,Andere
PdF - Partei des Fortschritts,pdf.bund,Andere
Graue Panther ,grauepanther,Andere
THP - Thüringer Heimatpartei,dieheimatpartei,Andere
"LfK - >> Partei für Kinder, Jugendliche und Familien << – Lobbyisten für Kinder –",lobbyistenfuerkinder,Andere
KlimalisteBW - Klimaliste Baden-Württemberg,klimalistebw,Andere
sonstige - DIE SONSTIGEN,Diesonstigen,Andere
Bündnis Deutschland,buendnisde,Andere
SPD,user4902742612032,Andere
SPD,dennis.buchner.mda,Andere
SPD,lars.duesterhoeft_mda,Andere
SPD,andreas.geisel.mda,Andere
SPD,mirjamgolmspd,Andere
AfD,fc_hansel,Andere
B90/GRÜNE,ohassepass,BE
LINKE,seeroiberjenny,Andere
SPD,politik_hopp,Andere
CDU,sandrakhalatbari,Andere
B90/GRÜNE,louisvonkrueger,BE
AfD,haraldlaatsch,Andere
AfD,gunnar.lindemann.mda,Andere
SPD,tamara.luedke,Andere
B90/GRÜNE,ario.mirzaie,Andere
B90/GRÜNE,laaaleeeluuulaura,Andere
B90/GRÜNE,jian.omar,BE
LINKE,ines.schmidt.spd,Andere
B90/GRÜNE,andre.schulze.mda,Andere
CDU,dirk.stettner,Andere
B90/GRÜNE,christophwapler,Andere
SPD,czyina,Andere
AfD,_dieter_arnold_afd_,Andere
CSU,daniel.artmann,Andere
AfD,joerg_baumann_mdl,Andere
CSU,konrad.baur,Andere
B90/GRÜNE,becherpolitik,Andere
CSU,gebeckert3,Andere
CSU,andreabehr_mdl,Andere
CSU,maximilian_boeltl,Andere
B90/GRÜNE,cemal.bozoglu,Andere
B90/GRÜNE,kerstin.celina,Andere
AfD,renedierkesafd,Andere
CSU,stefanebner,Andere
AfD,politikniederbayern,Andere
Freie Wähler,susann.enders,Andere
CSU,alexanderflierl,Andere
B90/GRÜNE,patrickfriedlwue,Andere
B90/GRÜNE,barbarafuchs_mdl,Andere
B90/GRÜNE,mia.goller,Andere
Freie Wähler,tobigotthardtmdl,Andere
SPD,sabinegross123,Andere
CSU,guttenbergermdl,Andere
AfD,daniel.halemba,Andere
CSU,josef.heisl,Andere
CSU,martin.huber,Andere
CSU,melanie.huml,Andere
Freie Wähler,marina.jakob.mdl,Andere
AfD,andreasjurca.afd,Andere
CSU,manuelknoll90,Andere
B90/GRÜNE,andreaskrahl0,Andere
B90/GRÜNE,sannekurz,Andere
Freie Wähler,lauschjosef,Andere
B90/GRÜNE,evalettenbauer,Andere
Freie Wähler,felix_locke_fw,Andere
AfD,stefan_loew,Andere
AfD,roland_magerl,Andere
AfD,gerdmannes,Andere
CSU,stefanmeyer_mdl,Andere
CSU,benjaminmiskowitsch,Andere
CSU,xy_co13,Andere
SPD,ruthmuellerspd,Andere
AfD,benjamindnolte,Andere
CSU,thomas.pirner,Andere
Freie Wähler,bernhard.pohl,Andere
B90/GRÜNE,juliapost_muc,Andere
Freie Wähler,julianpreidl,Andere
SPD,annarasehorn,Andere
SPD,doris.rauscher.landtag,Andere
AfD,elenaroonafd,Andere
CSU,josef.schmid,Andere
CSU,schorerdremel,Andere
CSU,kerstinschreyermdl,Andere
B90/GRÜNE,toni.schuberl.mdl,Andere
B90/GRÜNE,stephie.schuhknecht,Andere
B90/GRÜNE,katha_schulze,Andere
CSU,thorsten.schwab,Andere
CSU,harald.schwartz,Andere
B90/GRÜNE,flosiekmann,Andere
AfD,ulrichsingermdl,Andere
AfD,ralfunzensiert,Andere
AfD,ramonastorm,Andere
AfD,markusstriedlmdl,Andere
SPD,simone_strohmayr,Andere
B90/GRÜNE,martin.stuempfig,Andere
SPD,arif.tasdelen.spd,Andere
CSU,petertomaschko,Andere
B90/GRÜNE,gabitriebelmdl,Andere
CSU,steffenevogel,Andere
SPD,florian.von.brunn,Andere
AfD,markus_walbrunn,Andere
B90/GRÜNE,laurawebermdl,Andere
SPD,katja.weitzel.spd,Andere
AfD,andywinhart,Andere
CSU,markus.blume,Andere
CSU,judith.gerlach.md,Andere
CSU,florian.herrmann,Andere
CSU,michaelakaniber,Andere
CSU,markus.soeder,Andere
FDP,politikmitg,Andere
SPD,genossinarpaz,Andere
SPD,suelmezcolak,Andere
CDU,sinadertwinkel,Andere
SPD,derikeicke,Andere
CDU,frank.imhoff,Andere
SPD,basem_khan,Andere
B90/GRÜNE,mlabetzke,Andere
LINKE,sofia.leonidakis,Andere
FDP,marcelschroederhb,Andere
CDU,strohmannheiko,Andere
B90/GRÜNE,franziska_tell,Andere
Bündnis Deutschland (ehemals BIW),jantimke_mdbb,Andere
CDU,wiebkewinter,Andere
CDU,dr.oguzhanyazici,Andere
CDU,simon.zeimke,Andere
SPD,andreasbovenschulte1,Andere
SPD,ireneyaafosuaappiah,Andere
SPD,mehriaashuftah,Andere
SPD,hamburgpolitik,Andere
CDU,michibecken,Andere
SPD,cem_berkkk,Andere
B90/GRÜNE,miblock_green,Andere
B90/GRÜNE,evabotzenhart,Andere
SPD,kemirovic,Andere
B90/GRÜNE,rosa_domm,Andere
LINKE,olgafritzsche,Andere
SPD,nilsolafhansen,Andere
CDU,philippheissner,Andere
AfD,peggy.heitmann,Andere
SPD,astrid.hennies.md,Andere
SPD,clari_herbst,Andere
LINKE,hosemann_hh,Andere
SPD,danial_ilkhanipour,Andere
LINKE,kayjaeger,Andere
B90/GRÜNE,jenny_jasberg,Andere
CDU,sandro_kappe,Andere
LINKE,mariekleinert_linke,Andere
LINKE,hila.latifi,Andere
SPD,alexander.mohrenberg,Andere
AfD,dirknockemannafd,Andere
SPD,barisoenes,Andere
SPD,oki_hamburg,Andere
SPD,soeren.platten,Andere
SPD,arne_platzbecker,Andere
SPD,anja.quast,Andere
SPD,marcschemmel,Andere
B90/GRÜNE,gudrun_schittek,Andere
CDU,richardseelmaecker,Andere
AfD,eugenseiler2023,Andere
SPD,stoberock,Andere
LINKE,davidstoop,Andere
B90/GRÜNE,selesosto,Andere
SPD,sarahtimmann,Andere
SPD,anni_urban?lang=ar,Andere
SPD,michael.weinreich,Andere
B90/GRÜNE,lenazagst,Andere
B90/GRÜNE,mary_blumenthal,Andere
B90/GRÜNE,katharina.fegebank,Andere
B90/GRÜNE,annagallina1,Andere
SPD,anjes.tjarks,Andere
CDU,patrick_appel,Andere
CDU,dirkbamberger,Andere
SPD,elkebarth_mdl,Andere
CDU,bauer.mdl,Andere
B90/GRÜNE,marcus.bocklet,Andere
CDU,die_fraktionsvorsitzende,Andere
B90/GRÜNE,foersterheldmann,Andere
SPD,nadinegersberg,Andere
CDU,jennifer.giessler.mdl,Andere
AfD,drfrankgrobe,Andere
SPD,nina.heidtsommer,Andere
CDU,birgitheitland,Andere
B90/GRÜNE,julia_herz_,Andere
CDU,tanja.jost,Andere
FDP,wiebkeknell,Andere
CDU,msk_mdl,Andere
AfD,andreaslichert,Andere
B90/GRÜNE,felixmartin_gruen,Andere
B90/GRÜNE,saschameier_mdl,Andere
parteilos,maximilian.mueger,Andere
FDP,stefan_naas_fdp,Andere
AfD,anna.nguyen.afd,Andere
AfD,jochen.roos,Andere
AfD,pascal_schleich,Andere
CDU,lucas_julius,Andere
B90/GRÜNE,christophsippel_,Andere
CDU,franksteinraths,Andere
FDP,ostirboeck,Andere
SPD,oliver.ulloth,Andere
CDU,astridwallmann,Andere
SPD,turgutyueksel,Andere
CDU,christinziegler_m,Andere
SPD,timon.gremmels,Andere
AfD,torsten_arndt_afd,Andere
CDU,kristyaugustin,Andere
AfD,dr._christoph_berndt,Andere
CDU,frankbommert,Andere
CDU,julianbruening,Andere
AfD,marlondeter,Andere
AfD,peterdrenske,Andere
CDU,djdan653,Andere
AfD,benfilter,Andere
SPD,mensch.tina,Andere
CDU,rainergenilke,Andere
SPD,nadine.gramel,Andere
AfD,dennishohloch.afd,Andere
AfD,jeanpascal.hohm,Andere
AfD,lhuenich,Andere
AfD,steffenjohn_mdl,Andere
AfD,dominik.kaufner,Andere
AfD,lena.kotre,Andere
AfD,afd.kuffert,Andere
BSW,melanie.makoe,Andere
AfD,wilko_moeller,Andere
AfD,danielmuenschke,Andere
AfD,volker.nothing.md,Andere
AfD,dr.danielaoeynhausen,Andere
SPD,poschmannkatja,Andere
CDU,jan.redmann,Andere
SPD,wolfgang.roick.mdl,Andere
SPD,ju_sahi,Andere
SPD,simplepolitik,Andere
SPD,ines.aus.brandenb,Andere
